query	domain	intent	slots
扫在这个房间扫地	narwal_clean_function	start_sweep	"[[""location"", 2, 6]]"
开始卧室清洁	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
一直扫不是	narwal_clean_function	stop_sweep	[]
到我这里扫	narwal_clean_function	come_here_sweep	[]
扫拖宝宝房间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 6]]"
错误代码幺零幺九什么意思	narwal_other_function	info_error_status	"[[""error_code"", 4, 8]]"
去把门口的地扫一下	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
到地面	narwal_clean_function	move	[]
扫卧室的地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
打扫卫生打扫厨房	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
过来我这边吸尘	narwal_other_function	start_collect_dust	[]
走走走走	narwal_clean_function	move	[]
来客厅拖	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
还有多少电量	narwal_other_function	info_elec_status	[]
请继续打扫卫生	narwal_clean_function	continue_clean	[]
去扫	narwal_clean_function	start_sweep	[]
开始清扫客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
返回机舱结束当前任务	narwal_other_function	start_back_station	[]
到餐厅用最大吸力来扫地	narwal_clean_function	start_sweep	[]
到餐厅扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
儿童房扫地	narwal_clean_function	start_sweep	"[[""location"", 0, 3]]"
过来清洁我这里	narwal_clean_function	come_here_clean	[]
啊那继续清扫吧	narwal_clean_function	continue_clean	[]
嗯嗯扫拖客厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
请来我这里	narwal_clean_function	come_here	[]
清扫主卧室	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
扫拖女儿房间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 6]]"
开出基站	narwal_other_function	start_exit_duck	[]
到我这边扫一下	narwal_clean_function	come_here_sweep	[]
取消今天的任务	narwal_schedule_management	delete_schedule	"[[""time"", 2, 4]]"
周末清扫	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 2, 4], [""time"", 0, 2]]"
打扫全屋洗拖一体	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
扫一下卧	narwal_clean_function	start_sweep	"[[""location"", 3, 4]]"
你在哪个小区	narwal_other_function	info_location_status	[]
出去扫地	narwal_clean_function	start_sweep	[]
拖扫卫生间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 5]]"
拖扫厕所	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
扫拖一下主卧和	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 6]]"
扫拖一下主卧和客厅	narwal_clean_function	start_sweep_and_mop	[]
这个房间用力的拖	narwal_clean_function	start_mop	"[[""location"", 0, 4]]"
请打扫客厅先	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
来厨房清洁	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
这个房间拖干净一点	narwal_clean_function	start_mop	"[[""location"", 0, 4]]"
扫一下小房间	narwal_clean_function	start_sweep	"[[""location"", 3, 6]]"
你的最低工作电量是多少	narwal_other_function	info_elec_status	[]
继续打扫继续打扫	narwal_clean_function	continue_clean	[]
过来扫我这里	narwal_clean_function	come_here_sweep	[]
停止扫地返回基站	narwal_other_function	start_back_station	[]
继续打扫这个位置	narwal_clean_function	continue_clean	[]
开始拖扫	narwal_clean_function	start_sweep_and_mop	[]
现在开始打扫	narwal_clean_function	start_clean	[]
下一个你要打扫哪里	narwal_other_function	info_clean_next_space	[]
擦厨房	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
到在干嘛呢你	narwal_other_function	info_action_status	[]
扫一下餐桌	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
回仓	narwal_other_function	start_back_station	[]
返回家了	narwal_other_function	start_back_station	[]
你现在在哪里	narwal_other_function	info_location_status	[]
听到了直接扫	narwal_clean_function	start_sweep	[]
先打扫客厅再打扫走廊	narwal_clean_function	start_clean	"[[""location"", 8, 10]]"
关充电多少了	narwal_other_function	info_elec_status	[]
请问主卧拖好了没有	narwal_other_function	info_clean_completed_space	"[[""clean_mode"", 4, 5]]"
把走廊清清扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
吸力调到最强劲	narwal_parameter_control	set_air_suction	"[[""gear"", 4, 7]]"
请回基地	narwal_other_function	start_back_station	[]
返回基站不用出来了	narwal_other_function	stop_back_station	[]
把风力调到最大	narwal_parameter_control	set_air_suction	"[[""gear"", 5, 7]]"
拖扫这个区域	narwal_clean_function	come_here_sweep_and_mop	[]
清扫餐厅和客厅	narwal_clean_function	start_clean	[]
回舱回舱	narwal_other_function	start_back_station	[]
进行拖地	narwal_clean_function	start_mop	[]
打扫这里的水	narwal_clean_function	come_here_clean	[]
清理完毕	narwal_clean_function	start_clean	[]
打打扫打扫一下	narwal_clean_function	start_clean	[]
我可以去另外一个房间扫了吗	narwal_clean_function	start_sweep	[]
尘盒集尘	narwal_other_function	start_collect_dust	[]
扫拖一下	narwal_clean_function	start_sweep_and_mop	[]
把这片区域扫拖同时打扫干净	narwal_clean_function	come_here_sweep_and_mop	[]
可以出来了吗	narwal_other_function	start_exit_duck	[]
扫地去	narwal_clean_function	start_sweep	[]
现在到我脚下来	narwal_clean_function	come_here	[]
主卧拖一下	narwal_clean_function	start_mop	"[[""location"", 0, 2]]"
你在干啥	narwal_other_function	info_action_status	[]
向前走一米	narwal_clean_function	move	[]
停止拖地	narwal_clean_function	stop_mop	[]
停你在干什么	narwal_other_function	info_action_status	[]
到我脚下来	narwal_clean_function	come_here	[]
给续清洁	narwal_clean_function	continue_clean	[]
我我们在这里打扫啊	narwal_clean_function	come_here_clean	[]
你现在能充电吗	narwal_other_function	start_back_station	[]
打扫衣帽间	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
拖这这	narwal_clean_function	come_here_mop	[]
结束工作回基站充电	narwal_other_function	start_back_station	[]
过来清扫一下这里	narwal_clean_function	come_here_clean	[]
请打扫房间	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
呃清洁走廊啊	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
尘盒烘干一菌	narwal_other_function	start_drying	[]
到我家去	narwal_clean_function	move	"[[""location"", 1, 3]]"
去打扫和	narwal_clean_function	start_clean	[]
到客厅中间来	narwal_clean_function	move	[]
停止任务召回基站	narwal_other_function	start_back_station	[]
开始建图需要	narwal_other_function	start_generate_map	[]
打扫一下客厅地毯	narwal_clean_function	start_clean	[]
每个房间都拖两遍啊	narwal_clean_function	start_mop	"[[""frequency"", 6, 7]]"
先拖扫餐厅	narwal_clean_function	start_sweep_and_mop	"[[""location"", 3, 5]]"
过来玩玩	narwal_clean_function	come_here	[]
你的吸力是多少	narwal_other_function	info_suction	[]
打扫书房和客厅	narwal_clean_function	start_clean	[]
回到基站回	narwal_other_function	start_back_station	[]
来我这边清扫一下	narwal_clean_function	come_here_clean	[]
拖地去	narwal_clean_function	start_mop	[]
回清洁舱	narwal_other_function	start_back_station	[]
把我这里扫一下拖一下	narwal_clean_function	start_mop	[]
你现在要去哪里	narwal_other_function	info_location_status	[]
去房间打扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
到我这里清理	narwal_clean_function	come_here_clean	[]
拖地客厅	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
现在你在干嘛	narwal_other_function	info_action_status	[]
继续烘干拖布完成还有多久	narwal_other_function	info_todo_time	[]
你把地面拖的真好	narwal_clean_function	start_mop	[]
这里完成了我还有多久	narwal_other_function	info_todo_time	[]
去烘干拖布完成还有多久了	narwal_other_function	info_todo_time	[]
帮我打扫客厅和厨房	narwal_clean_function	start_clean	[]
擦一下书房	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
把厨房擦一下	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
到阳台	narwal_clean_function	move	"[[""location"", 1, 3]]"
用强劲挡打扫一下客厅	narwal_clean_function	start_clean	"[[""gear"", 1, 4], [""location"", 8, 10]]"
你接下来要打扫哪里	narwal_other_function	info_clean_next_space	[]
衣帽间拖地	narwal_clean_function	start_mop	"[[""location"", 0, 3]]"
你过来呀	narwal_clean_function	come_here	[]
终止任务回到	narwal_other_function	start_back_station	[]
去打扫和和房间	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
你准备去哪里	narwal_other_function	info_location_status	[]
扫拖厨房跟餐厅	narwal_clean_function	start_sweep_and_mop	[]
中止回到基站	narwal_other_function	stop_back_station	[]
去打扫儿童房	narwal_clean_function	start_clean	"[[""location"", 3, 6]]"
请扫一下客厅	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
不要擦了	narwal_clean_function	stop_mop	[]
扫一下厨房扫一下卧室	narwal_clean_function	start_sweep	"[[""location"", 8, 10]]"
去妞妞房间扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 5]]"
你在干嘛啊	narwal_other_function	info_action_status	[]
到我这里来清理	narwal_clean_function	come_here_clean	[]
你现在烘干拖布烘干了多久了还剩下多久时间了	narwal_other_function	info_todo_time	[]
把餐厅这打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
在这拖地	narwal_clean_function	come_here_mop	[]
烘干拖布完	narwal_other_function	start_drying	[]
继续打扫主卧	narwal_clean_function	continue_clean	"[[""location"", 4, 6]]"
清扫家里	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
那个角落去拖一下	narwal_clean_function	start_mop	"[[""location"", 0, 4]]"
过来扫下这个地方	narwal_clean_function	come_here_sweep	[]
全屋扫拖一体	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
来这边扫下地	narwal_clean_function	come_here_sweep	[]
把我脚打扫干净	narwal_clean_function	come_here_clean	[]
清扫二	narwal_clean_function	start_clean	[]
你现在在清理哪里	narwal_other_function	info_location_status	[]
来我这边扫一下	narwal_clean_function	come_here_sweep	[]
出舱退出基站	narwal_other_function	start_exit_duck	[]
请你返回基站	narwal_other_function	start_back_station	[]
hello Navo到我这里来打扫	narwal_clean_function	come_here_clean	[]
去拖下厨房	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
擦一下厨房的地	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
来我这里拖	narwal_clean_function	come_here_mop	[]
请回电舱	narwal_other_function	start_back_station	[]
我在客厅来我这里清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
回基站终止任务	narwal_other_function	start_back_station	[]
去把家里清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
过来扫一下地	narwal_clean_function	come_here_sweep	[]
打扫完这间屋子打扫厨房	narwal_clean_function	start_clean	[]
请帮我打扫卫生	narwal_clean_function	start_clean	[]
打扫卧室三	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
我不扫了	narwal_clean_function	stop_sweep	[]
到这到我这里来	narwal_clean_function	come_here	[]
吸力调至强劲	narwal_parameter_control	set_air_suction	"[[""gear"", 4, 6]]"
清	narwal_clean_function	start_clean	[]
来次卧一	narwal_clean_function	move	"[[""location"", 1, 4]]"
开始拖厨房地	narwal_clean_function	start_mop	"[[""location"", 3, 5]]"
拖次卧一	narwal_clean_function	start_mop	"[[""location"", 1, 4]]"
拖次卧一的地	narwal_clean_function	start_mop	"[[""location"", 1, 4]]"
打扫一下厕所	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
过来我这扫一下地	narwal_clean_function	come_here_sweep	[]
哎来我这打扫这打扫厨房	narwal_clean_function	start_clean	"[[""location"", 9, 11]]"
厨房清扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
回去回去	narwal_other_function	start_back_station	[]
打扫全屋全屋清理	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
扫拖地吧	narwal_clean_function	start_sweep_and_mop	[]
来阳台扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
把门厅打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
清扫餐厅和厨房	narwal_clean_function	start_clean	[]
扫一下客厅和厨房	narwal_clean_function	start_sweep	[]
你还有电吗	narwal_other_function	info_elec_status	[]
啊继续干活吧	narwal_clean_function	continue_clean	[]
停止清洁并返回基站	narwal_other_function	start_back_station	[]
清理全部	narwal_clean_function	start_clean	[]
拖一遍餐厅	narwal_clean_function	start_mop	"[[""frequency"", 1, 2], [""location"", 3, 5]]"
到储藏间	narwal_clean_function	move	"[[""location"", 1, 4]]"
把我站的这块地方扫一下	narwal_clean_function	come_here_sweep	[]
打扫客厅厨房餐厅	narwal_clean_function	start_clean	"[[""location"", 2, 8]]"
客厅扫地拖地	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
任务结束返回基站	narwal_other_function	start_back_station	[]
打扫厨房洗拖一体	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
来这里扫我这里	narwal_clean_function	come_here_sweep	[]
来我脚下扫	narwal_clean_function	come_here_sweep	[]
这停止扫拖	narwal_clean_function	stop_sweep_and_mop	[]
吸力吸力调大	narwal_parameter_control	up_suction	[]
请加大吸力	narwal_parameter_control	up_suction	[]
去清理一下小屋	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
帮我拖一下地板	narwal_clean_function	start_mop	[]
请开始扫地	narwal_clean_function	start_sweep	[]
扫一下阳台客厅和餐厅	narwal_clean_function	start_sweep	[]
去另一个房间拖下去	narwal_clean_function	start_mop	"[[""location"", 1, 6]]"
集尘袋满了吗	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
只清洁厨房	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
快来来扫	narwal_clean_function	start_sweep	[]
去扫厨房	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
过来清洁这里	narwal_clean_function	come_here_clean	[]
清理尘盒	narwal_other_function	start_collect_dust	[]
拖一下客厅和厨房	narwal_clean_function	start_mop	[]
先给次卧打扫一下	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
可以走了	narwal_clean_function	move	[]
给客厅也拖一下扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 3]]"
清扫模式调整为最强	narwal_clean_function	start_clean	"[[""suction"", 7, 9]]"
开启集尘	narwal_other_function	start_collect_dust	[]
收拾一下厨房	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
你现在在做什么	narwal_other_function	info_action_status	[]
你能重新建图吗	narwal_other_function	start_generate_map	[]
主卧不清洁了	narwal_clean_function	stop_clean	"[[""location"", 0, 2]]"
打扫房间卫生	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
去去厨房扫拖一遍	narwal_clean_function	start_sweep_and_mop	"[[""frequency"", 6, 7], [""location"", 2, 4]]"
拖两遍厨房	narwal_clean_function	start_mop	"[[""frequency"", 1, 2], [""location"", 3, 5]]"
拖两遍厨房只	narwal_clean_function	start_mop	"[[""frequency"", 1, 2], [""location"", 3, 5]]"
别扫了先出去	narwal_clean_function	stop_sweep	[]
打扫阳台和客厅	narwal_clean_function	start_clean	[]
开始集尘模式	narwal_other_function	start_collect_dust	[]
接下来你要干什么	narwal_other_function	info_action_status	[]
现在你在干什么	narwal_other_function	info_action_status	[]
继续烘干抹布	narwal_other_function	continue_drying	[]
餐厅清扫	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
抑菌清洁剂还剩多少	narwal_other_function	info_consumable	"[[""consumable"", 0, 5]]"
不要清洁这里	narwal_clean_function	stop_clean	[]
开始扫拖扫拖同时	narwal_clean_function	start_sweep_and_mop	[]
开始拖	narwal_clean_function	start_mop	[]
过来把这里扫一下	narwal_clean_function	come_here_sweep	[]
给厨房打扫一下扫拖	narwal_clean_function	start_sweep_and_mop	"[[""location"", 1, 3]]"
过来拖扫拖我这里	narwal_clean_function	come_here_sweep_and_mop	[]
你怎么还不去工作	narwal_clean_function	start_clean	[]
当前完成任务还有多久	narwal_other_function	info_todo_time	[]
来到我这里来	narwal_clean_function	come_here	[]
回岗	narwal_other_function	start_back_station	[]
过来我这里扫地拖地	narwal_clean_function	come_here_sweep	[]
把这里重新打扫一下	narwal_clean_function	come_here_clean	[]
来我这拖一下地	narwal_clean_function	come_here_mop	[]
把这边重新扫一下	narwal_clean_function	come_here_sweep	[]
回去休息一会吧	narwal_other_function	start_back_station	[]
把地毯扫了	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
把这里重新扫一下	narwal_clean_function	come_here_sweep	[]
继续干活吧	narwal_clean_function	continue_clean	[]
你去干嘛	narwal_other_function	info_action_status	[]
继续打扫卫生吧	narwal_clean_function	continue_clean	[]
接下来打扫厨房	narwal_clean_function	start_clean	"[[""location"", 5, 7]]"
扫拖客次卧	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 5]]"
拖拖地	narwal_clean_function	start_mop	[]
你咋啦	narwal_other_function	info_error_status	[]
扫右边	narwal_clean_function	start_sweep	[]
扫拖我房间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 5]]"
你现在在干嘛呀	narwal_other_function	info_action_status	[]
扫拖二层	narwal_clean_function	start_sweep_and_mop	"[[""location"", 2, 4]]"
停止工作返回机舱	narwal_other_function	start_back_station	[]
到主卧扫地	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
去把厕所拖了	narwal_clean_function	start_mop	"[[""location"", 2, 4]]"
把家里打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
扫加拖	narwal_clean_function	start_sweep_and_mop	[]
去清扫主卧	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
这里重新扫一下打扫这里	narwal_clean_function	come_here_clean	[]
回去休息吧	narwal_other_function	start_back_station	[]
退回机舱	narwal_other_function	start_back_station	[]
扫干净一点啊	narwal_clean_function	start_sweep	[]
在哪里呀	narwal_other_function	info_location_status	[]
过来清洁	narwal_clean_function	come_here_clean	[]
你可以去主动房间扫地吗	narwal_clean_function	start_sweep	"[[""location"", 4, 8]]"
清扫下客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
客厅拖一遍	narwal_clean_function	start_mop	"[[""frequency"", 3, 4], [""location"", 0, 2]]"
嗯打扫卫生	narwal_clean_function	start_clean	[]
打扫一下客厅和走廊	narwal_clean_function	start_clean	[]
打扫餐厅客厅和走廊	narwal_clean_function	start_clean	[]
扫打扫	narwal_clean_function	start_sweep	[]
返回基站结束清洗	narwal_clean_function	stop_clean	[]
打打扫客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
请到客厅扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 5, 6], [""location"", 2, 4]]"
打扫客厅二	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
开始打扫主卧	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
去扫走廊	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
回到基基站	narwal_other_function	start_back_station	[]
次卧清扫	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
走廊扫拖同时	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
把书房扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 4, 5], [""location"", 1, 3]]"
改成全屋清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
打扫一下卫	narwal_clean_function	start_clean	[]
打扫一下嗯	narwal_clean_function	start_clean	[]
把餐厅拖一下	narwal_clean_function	start_mop	"[[""location"", 1, 3]]"
完成今天的定时清洁任务	narwal_schedule_management	set_schedule	"[[""is_start_clean"", 7, 9], [""time"", 2, 4]]"
把我这墩一下	narwal_clean_function	come_here_mop	[]
不用再扫了hello Navo	narwal_clean_function	stop_sweep	[]
厨房去打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
请继续清扫	narwal_clean_function	continue_clean	[]
把我这里墩一下	narwal_clean_function	come_here_mop	[]
客厅有洒的牛奶去清扫	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
请全屋清扫	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
打扫一下客厅空调	narwal_clean_function	start_clean	[]
打扫整个房间	narwal_clean_function	start_clean	"[[""location"", 2, 6]]"
现在的电量	narwal_other_function	info_elec_status	[]
开始正常清洁	narwal_clean_function	start_clean	[]
过来这里清扫	narwal_clean_function	come_here_clean	[]
扫拖卧室儿童房	narwal_clean_function	start_sweep_and_mop	[]
来这里扫一下这	narwal_clean_function	come_here_sweep	[]
机器人怎么	narwal_other_function	info_error_status	[]
把客厅也扫一下	narwal_clean_function	start_sweep	"[[""location"", 1, 3]]"
打扫我这里打扫我这里	narwal_clean_function	come_here_clean	[]
回基站去	narwal_other_function	start_back_station	[]
把客厅扫一遍	narwal_clean_function	start_sweep	"[[""frequency"", 4, 5], [""location"", 1, 3]]"
请到我这里来打扫	narwal_clean_function	come_here_clean	[]
重新规划地图	narwal_other_function	start_generate_map	[]
去主卧打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
扫一下主卧的地	narwal_clean_function	start_sweep	"[[""location"", 3, 5]]"
嗯扫一下房间的地	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
去小鱼房间打扫	narwal_clean_function	start_clean	"[[""location"", 1, 5]]"
请回家	narwal_other_function	start_back_station	[]
开扫一下儿童房	narwal_clean_function	start_sweep	"[[""location"", 4, 7]]"
先清扫客厅	narwal_clean_function	start_clean	"[[""location"", 3, 5]]"
过去客厅清扫	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
清扫厨房先扫后拖	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
主卧打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
去餐厅打扫卫生	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
请打扫打扫一下客厅	narwal_clean_function	start_clean	"[[""location"", 7, 9]]"
打扫一下主架	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
打扫任务	narwal_clean_function	start_clean	[]
返回基站站	narwal_other_function	start_back_station	[]
来扫一下卧室	narwal_clean_function	start_sweep	"[[""location"", 4, 6]]"
到这边来打扫	narwal_clean_function	come_here_clean	[]
返回舱内	narwal_other_function	start_back_station	[]
到主卧室床下边打扫	narwal_clean_function	start_clean	[]
清扫下客厅一客厅二	narwal_clean_function	start_clean	"[[""location"", 3, 9]]"
请到主卧床底下来打扫	narwal_clean_function	start_clean	[]
来我这边打扫主卧	narwal_clean_function	start_clean	"[[""location"", 6, 8]]"
返回基站继续烘干	narwal_other_function	continue_drying	[]
过来我这边扫一下	narwal_clean_function	come_here_sweep	[]
过来我这边拖一下地	narwal_clean_function	come_here_mop	[]
我回来了给我烘干一点	narwal_other_function	start_drying	[]
打扫榻榻米	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
给客厅打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
扫扫地拖地	narwal_clean_function	start_sweep_and_mop	[]
客厅扫地地	narwal_clean_function	start_sweep	"[[""location"", 0, 2]]"
继续打扫吧你	narwal_clean_function	continue_clean	[]
建图也可以	narwal_other_function	start_generate_map	[]
打扫一下小满的房间	narwal_clean_function	start_clean	"[[""location"", 4, 9]]"
全屋吸尘	narwal_other_function	start_collect_dust	[]
滚刷剩余多少	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
边刷还可以使用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
尘袋还可以使用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
拖布还可以使用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
清洁液还可以使用多久	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
你在干嘛呀	narwal_other_function	info_action_status	[]
去客厅二清扫	narwal_clean_function	start_clean	"[[""location"", 1, 4]]"
回主站	narwal_other_function	start_back_station	[]
开启全屋清洁	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
滚刷是否正常	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
耗材还剩多少	narwal_other_function	info_consumable	"[[""consumable"", 0, 2]]"
清洁液剩余多少	narwal_other_function	info_consumable	"[[""consumable"", 0, 3]]"
嗯开始扫地吧	narwal_clean_function	start_sweep	[]
打扫一下次卫	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
给客厅清	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
去卫生间一打扫	narwal_clean_function	start_clean	"[[""location"", 1, 5]]"
请来这边先	narwal_clean_function	come_here	[]
给客厅给客厅打扫一下	narwal_clean_function	start_clean	"[[""location"", 1, 3]]"
你要干嘛	narwal_other_function	info_action_status	[]
吸力大一点	narwal_parameter_control	up_suction	[]
别充电了继续打扫	narwal_clean_function	continue_clean	[]
过来我这里扫扫地	narwal_clean_function	come_here_sweep	[]
开始擦地	narwal_clean_function	start_mop	[]
打扫餐厅和	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
打扫大卧室	narwal_clean_function	start_clean	"[[""location"", 2, 5]]"
请回基基站	narwal_other_function	start_back_station	[]
清扫模式	narwal_clean_function	start_clean	[]
不用清扫次卧	narwal_clean_function	stop_clean	"[[""location"", 4, 6]]"
开始主卧和卫生间一扫地	narwal_clean_function	start_sweep	[]
用强劲挡清扫客厅	narwal_clean_function	start_clean	"[[""gear"", 1, 4], [""location"", 6, 8]]"
扫一下这边	narwal_clean_function	come_here_sweep	[]
只扫客厅不用拖地	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
过来这里清洁过来我这里	narwal_clean_function	come_here_clean	[]
打扫阳台卫生	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
回家取消	narwal_other_function	stop_back_station	[]
开始卧室和卫生间一扫地	narwal_clean_function	start_sweep	[]
清扫基站周围	narwal_clean_function	start_clean	[]
清洁清洁客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
打扫床附近吧这块	narwal_clean_function	start_clean	[]
过来我这里建图	narwal_other_function	start_generate_map	[]
请来我这边打扫一下	narwal_clean_function	come_here_clean	[]
单扫客厅	narwal_clean_function	start_sweep	"[[""location"", 2, 4]]"
嗯完成了百分之多少	narwal_other_function	info_clean_progress	[]
目前进度是多少	narwal_other_function	info_clean_progress	[]
嗯那个重新建图	narwal_other_function	start_generate_map	[]
清洁客	narwal_clean_function	start_clean	"[[""location"", 2, 3]]"
家里面也打扫一下	narwal_clean_function	start_clean	"[[""location"", 0, 2]]"
中断清扫	narwal_clean_function	pause_clean	[]
打扫一下阳台的卫生	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
嗯返回基站结束任务	narwal_other_function	start_back_station	[]
你咋的啦	narwal_other_function	info_error_status	[]
去次卧和书房进行吸尘	narwal_other_function	start_collect_dust	[]
去次卧和书房扫地	narwal_clean_function	start_sweep	[]
开始清洁吸尘	narwal_other_function	start_collect_dust	[]
扫拖一体继续	narwal_clean_function	continue_sweep_and_mop	[]
把地面脏的地方拖干净	narwal_clean_function	start_mop	[]
阳台扫拖同时	narwal_clean_function	start_sweep_and_mop	"[[""location"", 0, 2]]"
今天卫生完了吗	narwal_other_function	info_clean_progress	[]
到我这里进行清洁	narwal_clean_function	come_here_clean	[]
清理过道	narwal_clean_function	start_clean	"[[""location"", 2, 4]]"
区域清洁	narwal_clean_function	start_clean	[]
来把把把这扫一下来	narwal_clean_function	come_here_sweep	[]
来我这里清洗一下	narwal_clean_function	come_here_clean	[]
把地面拖一下	narwal_clean_function	start_mop	[]
到我这里来扫扫地	narwal_clean_function	come_here_sweep	[]
你现在是不是在充电中	narwal_other_function	info_action_status	[]
不用扫地了	narwal_clean_function	stop_sweep	[]
扫拖同时小满房间	narwal_clean_function	start_sweep_and_mop	"[[""location"", 4, 8]]"
清理一下客厅	narwal_clean_function	start_clean	"[[""location"", 4, 6]]"
